eqns: 1685.0,3000018276.0,0.0,250004774.0,750059445.0,250048921.0


RESULT-cpu: 1255963.0
RESULT-gc: 0.0
RESULT-total: 1255963.0
eqns: 1685.0,3000018276.0,0.0,250004774.0,750059445.0,250048921.0


RESULT-cpu: 1255927.0
RESULT-gc: 0.0
RESULT-total: 1255927.0
eqns: 1685.0,3000018276.0,0.0,250004774.0,750059445.0,250048921.0

RESULT-cpu: 21619867.0
RESULT-gc: 0.0
RESULT-total: 21619867.0
eqns: 14197754.0,218814312.0,92325557.0,40103581.0,253002941.0,188126885.0


RESULT-cpu: 21174627.0
RESULT-gc: 0.0
RESULT-total: 21174627.0
eqns: 14197754.0,218814312.0,92325557.0,40103581.0,253002941.0,188126885.0


RESULT-cpu: 21827831.0
RESULT-gc: 0.0
RESULT-total: 21827831.0
eqns: 14197754.0,218814312.0,92325557.0,40103581.0,253002941.0,188126885.0


RESULT-cpu: 3708454.0
RESULT-gc: 0.0
RESULT-total: 3708454.0
eqns: 221917578.0,7037419707.0,31255480.0,593900776.0,3803244489.0,2682924576.0


RESULT-cpu: 3606129.0
RESULT-gc: 0.0
RESULT-total: 3606129.0
eqns: 221917578.0,7037419707.0,31255480.0,593900776.0,3803244489.0,2682924576.0


RESULT-cpu: 3607446.0
RESULT-gc: 0.0
RESULT-total: 3607446.0
eqns: 221917578.0,7037419707.0,31255480.0,593900776.0,3803244489.0,2682924576.0


RESULT-cpu: 3828527.0
RESULT-gc: 0.0
RESULT-total: 3828527.0
eqns: 479997540.0,3767987612.0,0.0,1735991903.0,3719986045.0,6359976225.0


RESULT-cpu: 3849698.0
RESULT-gc: 0.0
RESULT-total: 3849698.0
eqns: 479997540.0,3767987612.0,0.0,1735991903.0,3719986045.0,6359976225.0


RESULT-cpu: 3886466.0
RESULT-gc: 0.0
RESULT-total: 3886466.0
eqns: 479997540.0,3767987612.0,0.0,1735991903.0,3719986045.0,6359976225.0
